,Unnamed: 0,text,score
29,29,"@ratasjuri TAX Reform

Tax-free minimum:
For a company of five hundred thousand euros per year.

Tax-free minimum:… https://t.co/gD0Q6ujjbl",0.4656187891960144
30,30,#FEMA acknowledges #PuertoRico lacks rebuilt homes and a hospital to survive #COVID19  https://t.co/PLXqKc5K5d,0.3474954068660736
31,31,"Actor @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/V5Lo8NRLWY",0.3993060290813446
32,32,"An update on the total #covid19 cases, recoveries, and deaths reported in countries in #Africa.  See the total numb… https://t.co/eqCJ3EhwRi",0.32588693499565125
33,33,@unionwill @megawedgy @jjhorgan “Regarding the community outbreak of #COVID19 on Haida Gwaii: 13 cases (one recover… https://t.co/rJzuY60qY7,0.32216876745224
34,34,"A safe place to visit? Here is what our guests said, ""The hotel were meticulous in applying hand sanitation and als… https://t.co/PVCji8s1Eg",0.19210411608219147
35,35,"Our CEO @RamneekHH live with @SASCO_Jikelele WSU talking about, “The effects of Covid-19 on students”.… https://t.co/VMN2LxHAds",0.6145063638687134
36,36,@NicoleKowalski5 @chrisdameanor19 I'm feeling a little anxious because #COVID19 seems to have detracted everyone's… https://t.co/A3mHdXamLg,0.46630722284317017
37,37,Actionables for a healthy recovery from #COVID19 #climate  https://t.co/crGlKZOz5Z,0.21378479897975922
38,38,"@jfoster2019 @bbclaurak Well #BorisJohnson might have understood more if he hadn't missed #5COBRA meeting #Five 
In… https://t.co/mQPAgCYGn2",0.1677059531211853
39,39,"We released two new #COVID19 podcast episodes this week:
-Technology Platforms Used to Conduct Telehealth Visits
-C… https://t.co/G94VeYVCzk",0.3774377405643463
40,40,"#PlayYourPart in the fight against #COVID19 . Each one of us can make a difference in containing the spread, lets… https://t.co/fRzLgrS8Qf",0.17382584512233734
41,41,"Britain didn't understand #Covid19 for months, while plenty of other countries did understand it and took effective… https://t.co/KV2CAQ6skZ",0.3137734532356262
42,42,Volume for those at the back please. 🔊 #COVID19 https://t.co/d0pn2Bv2Hx,0.24576601386070251
43,43,"#Delhi reports 1,142 #COVID19 positive cases and 29 deaths on Saturday. Death toll rises to 3,806, reports ANI quot… https://t.co/JxsVpWMRQS",0.43135181069374084
44,44,"@realDonaldTrump Venezuela's Economy/Budget are tied to Oil like Louisiana's. Funny how the right-wing ""example"" of… https://t.co/qvHvKlTbbv",0.33003225922584534
45,45,"#TamilNadu | #COVID19 |  25th July

●  TN - 6,988 (Highest Spike)

●  Total Cases  - 2,06,737

●  Chennai - 1,329… https://t.co/X8zgUzC0Gr",0.33589228987693787
46,46,"Why has Ruto not eulogisied Mkapa!! 
Asking for Moses Kuria 

Raila 
#RutoSwindlingGEMA 
#COVID19",0.5585512518882751
47,47,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/0MCEUERQ74",0.3871714472770691
48,48,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/AkxvIaD1Pr",0.3871714472770691
49,49,"#TamilNadu | #COVID19 |  25th July
●  TN - 6,988 (Highest Spike)
●  Total Cases  - 2,06,737
●  Chennai - 1,329
●  T… https://t.co/ZWFKJwZdEo",0.3221530020236969
50,50,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/Ifse0whbVE",0.3871714472770691
51,51,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/dx8Yt7CvsM",0.3871714472770691
52,52,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/h7p44XIzuk",0.3871714472770691
53,53,"Testing per 10 lakh population in Jammu and Kashmir has reached 44,744 as against 12,742 in the country; Recovery r… https://t.co/jmxhF67V5V",0.40073326230049133
54,54,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/bfel6gyXIq",0.3871714472770691
55,55,"Coronavirus Testing Fiasco: St Mirren have pledged to undertake an ""urgent review"" of their Covid-19 testing proced… https://t.co/eu5g2djZYx",0.3871714472770691
56,56,.@nytimes reporting that yesterday 1145 people died of #COVID19 in the USA. Over 73K new cases were reported. Serio… https://t.co/sFwP0v7FEB,0.23590855300426483
57,57,Crazy that the world has come to this but as Americans we will fight to get through this!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #covid19,0.2278788536787033
58,58,@jimsciutto @JoAnnBaldwin55 People whose relatives have died from #COVID19 should file a class action lawsuit against Sinclair Broadcasting.,0.23659303784370422
59,59,"US #CoronaVirus: 4,249,584 cases and 148,521 deaths reported in the United States to date.

1,257 new cases and 31… https://t.co/j4TreMnKW5",0.19957146048545837
60,60,"#IndiaFightsCorona :

📍 Do you agree that a mask is one of the most powerful accessories we have to fight against t… https://t.co/5VauORkmjG",0.7222738862037659
61,61,I miss isopropyl alcohol so much!!!! Ethanol in hand sanitizer smells like I poured tequila on my hands 🤢 #COVID19,0.2953951060771942
62,62,GVMC sanitation staff carrying out the regular sanitation activities to keep the city clean and prevent the spread… https://t.co/bkrQ5x6BCK,0.22803954780101776
63,63,@SonuSood sir mom is in ICU due to COVID just want prayers from you and everyone who is listening you . #COVID19,0.39084288477897644
64,64,Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through Cas… https://t.co/3MkuUsGBDk,0.4650196433067322
65,65,"This video had me in stitches
https://t.co/tadF3G6qKJ #obesity #زواج_راكان_الحربي #carryminati #my200vsbutch200… https://t.co/fsZ8NTuVDg",0.16120053827762604
66,66,"See this Instagram post by @facts.covid19 https://t.co/glmd51L1OJ 
facts.covid19 Deaths rates not rising in lockste… https://t.co/SeZieeSxAk",0.27751052379608154
67,67,"Local government sales tax revenue dropped 27 percent year-to-year in the second quarter, thanks to #COVID19 shutdo… https://t.co/oDky9LzrV5",0.39128369092941284
68,68,Look at Lil’ Donny Micro Dick go!! What an astounding achievement of brilliance + cognitive capabilities. Somebody… https://t.co/82aEo6gL3q,0.4391371011734009
69,69,"While you at it, please follow me

https://t.co/KheirQEh6Z

#Fergusons #DurbanJuly #alreadyvideo #COVID19 #WiseUp https://t.co/h1TYdOgjwv",0.2540181577205658
70,70,"Concealed Nation 1 Million Giveaway https://t.co/HaMym0cBe3 
I put my family's safety before all others, criminals… https://t.co/7QQxVLWqZd",0.47703444957733154
71,71,Check out Angel's beautiful mask and hair bow designs at https://t.co/BpmP8tRs7M #etsy #epiconetsy #masksforsale… https://t.co/fgl69zjMyq,0.4377286434173584
72,72,"Thread by @DrZoeHyde (based on international research and evidence) 1. Updated thread on children and #COVID19, sum… https://t.co/A1xWVotp75",0.384222149848938
73,73,"1 municipality reports one new fatality due to #COVID19, compared to yesterday.

1 new fatality is located and 0 fa… https://t.co/6iJ5lV7ZqR",0.16625073552131653
74,74,"When your home walls need an upgradation, always opt for the experts. Hire #MumbaiPainters and let your walls find… https://t.co/Kb5Yv2ZS9Z",0.5894033908843994
75,75,"Covid to shrink power sector growth, take discoms back to pre-UDAY era

https://t.co/DP5zpNLuUV

#Industry… https://t.co/3ZiFoPdWU8",0.2966262400150299
76,76,"#SaturdayVibes: The current situation calls for more awareness and less stress. To facilitate that, families at our… https://t.co/1Qwd523BZp",0.380569726228714
77,77,What economic measures are governments taking to respond to #COVID19? Key actions taken by 193 countries are listed… https://t.co/5FXaZWFaLW,0.24521419405937195
78,78,"“#Covid19 is everyone’s fight. I have covered major disasters, but nothing like this before."" 

@fabeha_monir, a vi… https://t.co/q3f9kP8rsq",0.25168806314468384
79,79,"@Haggis_UK “I think the government has hugely overestimated the danger of the disease”
I wonder if he’d be brave en… https://t.co/gWJc6nUKqo",0.35331666469573975
80,80,"By the time you see a spike in #Covid19 cases, it isvery hard to reverse it without drastic lockdown. By the time y… https://t.co/A3S4AK3JH4",0.2480650395154953
81,81,@realDonaldTrump @WhiteHouse See what your #political games with #Covid19 have achieved? This is not only shameful… https://t.co/JXvuzUqwfC,0.288528174161911
82,82,Hi long time no see...... In preparation for us reopening we have been doing our homework and some...... #clean… https://t.co/GjEe5w9uY2,0.23969855904579163
83,83,@theJagmeetSingh @MatthewGreenNDP you took money at the beginning of the pandemic from woman front line workers who… https://t.co/NXYIA38Rj6,0.17720343172550201
84,84,"How Ireland built its COVID-19 contract tracing app, which is so successful that U, S. states want to use it… https://t.co/f0DavA6psh",0.4812127649784088
85,85,"Rakesh Sharma best business Coach in India
Website: https://t.co/oG44LxC2Gg
#salescoach
#BusinessCoach 
#salesforce… https://t.co/GkipPLJMX9",0.3701922297477722
86,86,"Think the link between 5G and #COVID19 is the stuff of loony conspiracy-theories?
Think again: this screen-shot is… https://t.co/UFXNtHGa7L",0.6447716355323792
87,87,"#NSTworld There will not be a #NationalDayRally (#NDR) this year, due to safe distancing requirements as a result o… https://t.co/XJMZjyPCrn",0.17977799475193024
88,88,The cost of preventing further pandemics over the next decade by protecting wildlife and forests would equate to ju… https://t.co/8yqpH3GrLf,0.44084057211875916
89,89,"Learn new things during this period 
2d and 3d animations training ongoing...
Click the link below to join the What… https://t.co/lLovm5cWPi",0.3748851716518402
90,90,"2,000 women lawyers write to #AmitShah seeking 5 Lakh Loan per financially drained lawyer.
#COVID19 #Coronavirus 
https://t.co/JEjVTeCjEn",0.3319191336631775
91,91,I literally am using my own head to make decisions on safety from #COVID19 as government are creating the most conf… https://t.co/Kji4e3yBty,0.43070393800735474
92,92,OK I'm angry now. I cannot believe the stupidity there is out there about #COVID19. This virus kills. How many must… https://t.co/kNBiYfPTXB,0.28958961367607117
93,93,"#DurbanJuly  It's that weekend Y,all... It's a pity that this year we are facing #COVID19 and we can't go in person… https://t.co/k451xx2Ynv",0.3881419003009796
94,94,Let's give it a try #alreadyvideo #COVID19 #HurricaneHanna https://t.co/2HChuAfNHy,0.5487987399101257
95,95,Shout out to Earth. Hands down the worst reaction to a “emergency” I’ve ever seen. The Lottery never shut down and… https://t.co/wLGZ8wHymT,0.6322591304779053
96,96,"#TamilNadu | #COVID19 |  25th July

●  TN - 6,988 (Highest Spike)

●  Total Cases  - 2,06,737

●  Chennai - 1,329… https://t.co/BFYb3AHGBi",0.33589228987693787
97,97,"@WLOS_13 @wcti12 @thecw22 @myrdc @ABC45TV Please tell us you not going to run that Qanon conspiracy
theory (banned… https://t.co/bYOIITE5kh",0.4068702161312103
98,98,You can all #PlayYourPart in the fight against #Covid19.  We’re all #InThisTogether. Cavan Ladies Footballer Aishli… https://t.co/JtU6MDq2tl,0.33944711089134216
99,99,The Egyptians ain't got shit on this. #COVID19 https://t.co/kl5lzOJaxO,0.24806110560894012
100,100,"Voices from the Belt and Road: COVID-19 rap song alerts to needed precautions when returning to work
#beltandroad… https://t.co/O39NmfUDmc",0.5833137035369873
101,101,"PR :  @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/CSXEqIWtig",0.39208483695983887
102,102,"Not only is the area about to be hit by #hanna a #COVID19 hotspot, but Hurricane Harvey work is ongoing. Still.",0.23670338094234467
103,103,"1.28% of the U.S. population is infected with Covid-19 
#COVID19 
#TrumpVirus 
#MaskItOrCasket",0.41102325916290283
104,104,My latest on #FoxNews - #COVID19 keeps Wish Children waiting as #WaltDisneyWorld re-opens. @GKTWVillage unable to b… https://t.co/jXCXwifFTb,0.51997971534729
105,105,@Prof_Wombat @vickihickory @ROhsolovely @realDonaldTrump Imagine thinking your toddler-in-chief didn't ignore it ja… https://t.co/MtM8ESVchV,0.40914401412010193
106,106,.@headout with a dashboard to boost post-#COVID19 #travel https://t.co/0gnRgqvLlh,0.3902101516723633
107,107,"#coronavirus #COVID19 disproportionately affecting communities of color, especially #Hispanic #Latinx ones in my ho… https://t.co/01gV4rcK1u",0.32138511538505554
108,108,"As debates ensue about reopening schools 🏫 amid #COVID19, @WomenDeliver Young Leader @olorunisola8 of #Nigeria says… https://t.co/EGkaAKXGym",0.6135976910591125
109,109,"Companies must protect their workforce’s physical and mental health during the crisis. The use of smart technology,… https://t.co/uExGQbwx1I",0.71976238489151
110,110,"Today's cases:  92
Total cases: 4102
Today's sample: 602
Today's cured: 45
Total cured: 3233
Today's death: 2
Total… https://t.co/tmrdKOWoma",0.6354236006736755
111,111,"#DrKawana, Minister of Fisheries and Marine Resources, what’s the hold up now? Please release announce the names of… https://t.co/WurEtJyKGX",0.38036006689071655
112,112,Highest ever number of new cases yesterday #coronavirus #covid19 #STAYatHOME https://t.co/oovQrvMviY,0.189287006855011
113,113,@eldiablo0786 @outercircles @RedMajid @A34SafetyAction @BrumLeader @elaina22475794 @CllrMajid @AKAsusangreen… https://t.co/AkiidjpCpe,0.4320954382419586
114,114,"@toadmeister Yes, evidence has increased. Plus early WHO guidance was due to the global PPE shortage - priority to… https://t.co/Emdvdhx9Nw",0.6698158383369446
115,115,@bubbaprog 350 school employees exposed to #COVID19 in Manatee County schools over the summer https://t.co/GxiYb61ay0,0.5423833727836609
116,116,@BenJamesPhotos Italy #BenPC  #LOCKDOWNPHOTOCHALLENGE #COVID19 https://t.co/27jyDBhbMc,0.4320954382419586
117,117,"Cum Check It Out. Ill DM You Nudes!
https://t.co/93MX6QIvAS
#onlyfansbabe #ihaveajoke #onlyfansgirl #alreadyvideo… https://t.co/VHgsyRMeiM",0.39814773201942444
118,118,"If CM of Madhya Pradesh is tested positive for COVID, then Scindia should also be tested for #COVID19.",0.43770915269851685
119,119,Four mayors reflect on their evolving response to the coronavirus pandemic https://t.co/TMqFfkPjcC  👈 click the lin… https://t.co/ZmqzTU7Nsv,0.3207813799381256
120,120,"Bihar witnesses biggest single-day spike of 2,803 new #Covid19 cases

https://t.co/zTPksALE7T https://t.co/979SPKzt3w",0.7159215211868286
121,121,Lunch in #Amsterdam away from the mass tourists that have invaded so quickly during the #COVID19 pandemic ! #travel https://t.co/DBCPWA0Ao9,0.2513505816459656
122,122,"We've captured a snapshot of the amazing VCSE response to the #COVID19 pandemic in Salford. 

We want to say thank… https://t.co/kPum9Ajq72",0.5326675176620483
123,123,"About 22,000 nonprofits will eventually close their doors for good as a result of the current economic crisis, acco… https://t.co/2PSnJgFVfd",0.30465149879455566
124,124,Punjab Govt Warns People Not to Click on Any URL Circulated via SMS/WhatsApp Claiming COVID-19 Relief Package of Rs… https://t.co/tOVrae0N2V,0.24518321454524994
125,125,The worst type of spread. #COVID19 #COVIDー19 #COVIDIOTS https://t.co/zyhtCU0A4B,0.41971734166145325
126,126,"Wells Fargo Tightens Purse Strings to Ride Out Coronavirus Pandemic 

READ MORE: https://t.co/c86mzwRrnK

#cdc… https://t.co/TJIxxLyVhQ",0.39947637915611267
127,127,"This is a really informative and interesting 🧵. Lots to think about, especially if you have school age kids.… https://t.co/hBee6ZGnYA",0.33221912384033203
128,128,"@travellerboxers Agreed !!  💯% 
 But why I mean, what exactly was his problem with travellers ❤️
 He needs educatin… https://t.co/TdlxiJKpCV",0.7329227924346924
129,129,"Veteran Affairs reports 252 new cases and 13 new deaths bringing total confirmed cases there to 35,563 and 1,980 to… https://t.co/92FnCL6EVR",0.2510676085948944
130,130,Irish home / commercial building model is the perfect breathing groung for the #COVID19  virus. Each trade is treat… https://t.co/YNyXtWrnCC,0.3717818260192871
131,131,"""Think-piece on Gender and Climate Change in the context of #COVID19""

https://t.co/BJE2s3WtG7

@parimitaenergy… https://t.co/cVGpy53RNK",0.44111397862434387
132,132,"#Leicestershire residents – if you develop any #Covid19 symptoms, even mild ones, book a test immediately at… https://t.co/Nmz8sJORJp",0.2812022268772125
133,133,I’m emotionally exhausted find my way coming soon ‼️#my200vsbutch200 #royalehightrades #alreadyvideo #MTVHotttest… https://t.co/LsqaRfGoAn,0.3082459568977356
134,134,"Actor @VishalKOfficial and his father Mr. GK Reddy tested positive for #Covid19 a couple of weeks ago.

#Vishal's f… https://t.co/6kk3mBMcIQ",0.3382066786289215
135,135,Just imagine...going back to sitting on an average of nearly 6.2 DAYS / year in the car in standstill traffic in Lo… https://t.co/kReiLNFqav,0.21576279401779175
136,136,"Global fatalities chart for the last 24 hours..#COVID19 

1. Bolsonaro
2. Trump
3. Modi https://t.co/D7BHp4xEE3",0.534061074256897
137,137,"You don't drown by falling into a river, but by staying submerged in it.

#facts #SaturdayMotivation #truth… https://t.co/Cl9uVqkTUK",0.5328413248062134
138,138,#COVID19:  #UttarPradesh CM @myogiadityanath directs officials to enhance #COVID-19 testing capacity to one lakh te… https://t.co/k67oJRG3Q8,0.34588971734046936
139,139,"Sounds like Plandemic is about to get a second life. Here’s a thread from it’s first run, that debunks its major cl… https://t.co/uGOPrGxbCp",0.3419945538043976
140,140,"@princesscaro85 @NVGOP @marquezjesso @andylukechoi @FlocchiniAmanda @LaCubanaMisfit You should know better. Trump,… https://t.co/mEmjKjB4eN",0.5996233224868774
141,141,"For me, someone who has been affected by social anxiety, wearing a face mask is amazing. I feel slightly hidden fro… https://t.co/t5zBRcraUp",0.6550643444061279
142,142,@badbitchinaz I’d pay the Republicans to leave America #VoteBlue2020 #VoteForBiden #VoteBlueToEndThisNightmare… https://t.co/bGRMueT7WS,0.21132656931877136
143,143,Vietnam’s high level of preparedness to prevent Covid-19 spread: Deputy PM #Vietnam #covid19 #coronavirus #ncov… https://t.co/H2hJRzkEZl,0.40165117383003235
144,144,@KGeorgieva @Lenin You're totally wrong. Ecuador is the Latin American country with the most causable mortality wit… https://t.co/w1xlNgLeSJ,0.4358217418193817
145,145,"@CBCTheHouse @PattyHajdu @CochraneCBC #Covid19 Fatigue, people in front lines we cannot replace,  that is #Fatigue!… https://t.co/8pk0Vik8gX",0.36068806052207947
146,146,We provided a North Devon tourist attraction with a digital #twowayradio solution even before #COVID19 struck. As w… https://t.co/kLwJHahlkq,0.41438910365104675
147,147,Mask Print #1 (Londoners Wear Masks) https://t.co/N1zwBuf1No #MaskUp #mask #Masks #MaskMoaners #COVID19 #COVIDー19… https://t.co/W7uBNQomP2,0.4020519256591797
148,148,"#RepublicansForBidenNow #COVID19 
Republican Group Uses Trump's Own Words Against Him In Searing Swing-State Ad… https://t.co/9fhivsvvHf",0.23654207587242126
149,149,@SkyNews Of course it's #COVID19 and absolutely nothing to do with this diabolical government who had almost triple… https://t.co/7JnGp3JLZW,0.2637229263782501
150,150,I had the opportunity to discuss the legacy of mistrust that Black communities have towards the medical community a… https://t.co/6EBJDIzuZT,0.26440489292144775
151,151,How about everyone can spread #COVID19. Another study not accurate! https://t.co/8h5OC3AzYq,0.27303916215896606
152,152,"Learning is fun, interesting and surprisingly quite easy. Let’s join WLF Nigeria Ambassadors to promote learning a… https://t.co/rj1wtaf3uV",0.4366534650325775
153,153,Today's the day for #TheBigSpend to buy local &amp; support our #COVID19 rebuilding process. Shop at a local small busi… https://t.co/4xXcPttzqg,0.7432665824890137
154,154,"@realDonaldTrump You mean you actually did your JOB after almost 4 years of dodging it?

I don’t get thanked for do… https://t.co/gZcEljJQp5",0.6674526929855347
155,155,#TravelTuesday #COVID19 *Excellent data charts which map how CV is progressing through our societies. They are also… https://t.co/TswUuwfSWY,0.30162352323532104
156,156,"@HouseofBobber @SmithWinstona @BlackManOfKAG @cangal21 What a coincidence, influenza cases are unusually down.… https://t.co/UCeqTLOtIF",0.437099814414978
157,157,"7813 new positive #COVID19 cases reported in #AndhraPradesh from last 24hours 

#APFightsCorona #StayHome https://t.co/MkpUtMvtyZ",0.41284993290901184
158,158,"(1) Two quick estimates of the Arizona post apex recovery rate:

7/03:  3,849 7d avg Peak #COVID19 Confirmed Cases… https://t.co/Tsi7BpsqJQ",0.19400973618030548
159,159,"#AR State Sen. Jason Rapert Preached at a Mask-Free Church; Now He Has COVID https://t.co/J9rcqicIHc 
I'm sorry--is… https://t.co/A6dvDYcP7i",0.4558466970920563
160,160,Trump hates looking like a loser — right now he looks like one of the biggest losers in U.S. history: op-ed… https://t.co/5W9ybguQuX,0.7813279628753662
161,161,You want to cheat in WAEC which are you carrying #BBNajia #COVID19 #TachaDanceChallange #SayNoToNipostFee… https://t.co/4sEtgTAPNY,0.4453689754009247
162,162,"#Kerala Private hospitals #covid treatment rates in ₹
General Ward 2300
HDU 3300
ICU 6500
ICU ventilator 11,500
In… https://t.co/NWgix2xAUj",0.274461567401886
163,163,"Due to the epidemic I'm giving $80 - $1000 to any person out there looking, it might not be able to go round but i… https://t.co/BfX03CbW6F",0.16910073161125183
164,164,@JoeBiden What fight is the creepy and delusional basement dweller referring to? The only battle is keeping… https://t.co/gD8rzRpSc5,0.5023714303970337
165,165,"395 new cases and 3 new deaths in Uzbekistan 

[13:22 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",0.27482134103775024
166,166,"#BIGNEWS: #Rajasthan Governor Kalraj Mishra appeals to all #COVID19 recovered patients to donate their plasma, says… https://t.co/oNsDHDdaYG",0.19303776323795319
167,167,"“Until the day we have a medical vaccine, food is the best vaccine against chaos.”  - @WFPChief David Beasley. 

Am… https://t.co/pEYhGxDRPN",0.837367594242096
168,168,In Nigeria hapless and unfortunate citizens are taxed ever increasing tariffs for these things. Even without lettin… https://t.co/860upMqDYV,0.45139679312705994
169,169,"Your friendly weekend reminder that COVID didn’t go away because you got bored. 

#wearamask #covid #covid19… https://t.co/5Xjoivu9Ze",0.4353167712688446
170,170,Local TV stations owned by Sinclair Broadcast Group are set to air discredited Plandemic researcher's conspiracy th… https://t.co/RBoQTSdsns,0.2548994719982147
171,171,Photos: #UAE hospital launches support group for #Covid19 patients https://t.co/wLnFggHSQL,0.3285621702671051
172,172,"@Intuitive1966 Yes but 
“we’re learning more about #COVID19 every day” &amp; 
“we’re listening to the science”.… https://t.co/aJW17HoIu8",0.674612283706665
173,173,"Alhamdulillah ❤️
Coronavirus: No deaths reported for 48 hours in Qatar. 🙏🙏🙏

#Qatar #COVID19 #Coronavirus… https://t.co/29PAfpdt5x",0.35862046480178833
174,174,PRANIK'S Giloy Capsules gives you far-reaching benefits to fight against the infections and boost your immunity.… https://t.co/JlZXHZT1A1,0.5273674130439758
175,175,"#COVID19: 5,690 RTPCR/CBNAAT/TrueNat tests and 14,819 Rapid antigen tests conducted today. A total of 9,29,244 test… https://t.co/LtdrWlVZiX",0.3741160035133362
176,176,@RepMattGaetz @realDonaldTrump @GaetzTakes How much will dead and  #COVID19 sufferers spend?,0.44794535636901855
177,177,"#Virtual #CHRO #PanelDiscussion on Re-imagining #workplaces amid #COVID19 on July 29 
Register @… https://t.co/OQhX0QZD4I",0.36825618147850037
178,178,"@GovernorGreg’s actions killed.  Are still killing.

What’s that word we use for people who willfully and intention… https://t.co/6NUDsOh6zS",0.6388320922851562
179,179,Are people working in shops supposed to wear face covering? #COVID19 #England,0.32225632667541504
180,180,"Delta flight departing from Detroit has to turn around as 2 guests refuse to wear masks
#airlines 
#coronavirus… https://t.co/vFyQ1AFrB7",0.45765721797943115
181,181,@fkeyamo Please can someone educate me on the application process since physical presence isn't possible due to… https://t.co/bD3Iek1PkE,0.5957902669906616
182,182,"Puerto Rico reports 573 new cases and 10 new deaths bringing total confirmed cases there to 14,540 and 201 total de… https://t.co/iNO9S2jXVY",0.2395235002040863
